"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20210101 ~ 20210331"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 구로구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"서울특별시 구로구 구로동","106-2","0106","0002","대림역포스큐","16.819","202102","5","14,500","17","2015","공원로 11",""
"서울특별시 구로구 구로동","106-2","0106","0002","대림역포스큐","14.579","202102","22","16,000","14","2015","공원로 11",""
"서울특별시 구로구 구로동","106-2","0106","0002","대림역포스큐","14.579","202102","27","13,200","15","2015","공원로 11",""
"서울특별시 구로구 구로동","98","0098","0000","대림오페라타워","99.09","202101","29","50,000","15","1996","구로중앙로 60",""
"서울특별시 구로구 구로동","98","0098","0000","대림오페라타워","73.82","202102","18","35,000","15","1996","구로중앙로 60",""
"서울특별시 구로구 구로동","120","0120","0000","대림우성2","43.79","202101","5","38,900","5","1987","도림천로 344",""
"서울특별시 구로구 구로동","120","0120","0000","대림우성2","43.79","202101","6","38,900","5","1987","도림천로 344","20210402"
"서울특별시 구로구 구로동","120","0120","0000","대림우성2","43.79","202101","14","41,800","12","1987","도림천로 344",""
"서울특별시 구로구 구로동","120","0120","0000","대림우성2","43.79","202101","20","39,800","9","1987","도림천로 344",""
"서울특별시 구로구 구로동","120","0120","0000","대림우성2","43.79","202101","21","39,000","7","1987","도림천로 344",""
"서울특별시 구로구 구로동","120","0120","0000","대림우성2","43.79","202102","3","42,700","10","1987","도림천로 344",""
"서울특별시 구로구 구로동","120","0120","0000","대림우성2","43.79","202102","25","39,000","7","1987","도림천로 344",""
"서울특별시 구로구 구로동","799-1","0799","0001","대성","37.14","202103","24","19,500","5","1995","도림로8길 12",""
"서울특별시 구로구 구로동","106","0106","0000","동도아르떼빌","83.01","202103","13","48,800","8","2003","가마산로27길 34",""
"서울특별시 구로구 구로동","1257","1257","0000","럭키","59.98","202101","27","64,000","2","1992","도림로 107",""
"서울특별시 구로구 구로동","1257","1257","0000","럭키","84.9","202101","29","76,000","7","1992","도림로 107",""
"서울특별시 구로구 구로동","1257","1257","0000","럭키","84.9","202102","22","74,500","13","1992","도림로 107","20210319"
"서울특별시 구로구 구로동","1257","1257","0000","럭키","84.9","202102","22","74,500","13","1992","도림로 107",""
"서울특별시 구로구 구로동","1257","1257","0000","럭키","56.11","202103","12","62,900","9","1992","도림로 107",""
"서울특별시 구로구 구로동","1257","1257","0000","럭키","56.11","202103","16","60,000","5","1992","도림로 107",""
"서울특별시 구로구 구로동","97","0097","0000","로제리움2차","14.91","202102","5","11,600","19","2014","가마산로26길 5",""
"서울특별시 구로구 구로동","97","0097","0000","로제리움2차","14.91","202103","30","11,500","16","2014","가마산로26길 5",""
"서울특별시 구로구 구로동","98-14","0098","0014","마인드에코프라움","35.34","202103","5","33,600","14","2019","구로중앙로18길 11-1",""
"서울특별시 구로구 구로동","440","0440","0000","보광","66.42","202101","29","70,000","3","1984","가마산로 231",""
"서울특별시 구로구 구로동","1271","1271","0000","보람쉬움","81.0944","202101","22","68,500","6","2003","디지털로 318",""
"서울특별시 구로구 구로동","1271","1271","0000","보람쉬움","81.0944","202103","10","62,500","4","2003","디지털로 318",""
"서울특별시 구로구 구로동","797-8","0797","0008","봉일(797-8)","42.2","202103","23","16,000","1","1995","도림로6길 36",""
"서울특별시 구로구 구로동","797-8","0797","0008","봉일(797-8)","42.2","202103","24","26,000","4","1995","도림로6길 36",""
"서울특별시 구로구 구로동","104-8","0104","0008","비즈트위트 레드","20.84","202103","2","16,900","6","2016","가마산로 285",""
"서울특별시 구로구 구로동","107-4","0107","0004","비즈트위트 블루","16.04","202101","6","10,800","8","2012","공원로 15-12",""
"서울특별시 구로구 구로동","107-4","0107","0004","비즈트위트 블루","16.04","202101","29","10,000","8","2012","공원로 15-12",""
"서울특별시 구로구 구로동","107-4","0107","0004","비즈트위트 블루","16.04","202103","16","12,500","7","2012","공원로 15-12",""
"서울특별시 구로구 구로동","107-4","0107","0004","비즈트위트 블루","15.12","202103","21","13,000","3","2012","공원로 15-12",""
"서울특별시 구로구 구로동","44-8","0044","0008","비즈트위트 오렌지","15.6","202101","14","12,000","2","2013","공원로6가길 8",""
"서울특별시 구로구 구로동","44-8","0044","0008","비즈트위트 오렌지","15.6","202101","28","12,000","2","2013","공원로6가길 8",""
"서울특별시 구로구 구로동","44-8","0044","0008","비즈트위트 오렌지","15.54","202101","30","11,000","4","2013","공원로6가길 8",""
"서울특별시 구로구 구로동","44-8","0044","0008","비즈트위트 오렌지","15.54","202102","3","12,000","2","2013","공원로6가길 8",""
"서울특별시 구로구 구로동","44-8","0044","0008","비즈트위트 오렌지","15.54","202102","3","12,000","2","2013","공원로6가길 8",""
"서울특별시 구로구 구로동","44-8","0044","0008","비즈트위트 오렌지","15.54","202102","8","13,000","6","2013","공원로6가길 8",""
"서울특별시 구로구 구로동","44-8","0044","0008","비즈트위트 오렌지","14.88","202102","15","10,550","5","2013","공원로6가길 8",""
"서울특별시 구로구 구로동","44-8","0044","0008","비즈트위트 오렌지","20.34","202102","22","12,000","3","2013","공원로6가길 8",""
"서울특별시 구로구 구로동","44-8","0044","0008","비즈트위트 오렌지","14.88","202103","5","12,900","3","2013","공원로6가길 8",""
"서울특별시 구로구 구로동","44-8","0044","0008","비즈트위트 오렌지","15.6","202103","19","11,500","5","2013","공원로6가길 8",""
"서울특별시 구로구 구로동","44-8","0044","0008","비즈트위트 오렌지","15.6","202103","29","13,000","4","2013","공원로6가길 8",""
"서울특별시 구로구 구로동","98-10","0098","0010","비즈트위트그린","15.11","202102","1","10,700","16","2012","구로중앙로18길 23",""
"서울특별시 구로구 구로동","98-10","0098","0010","비즈트위트그린","15.11","202102","3","10,500","12","2012","구로중앙로18길 23",""
"서울특별시 구로구 구로동","98-10","0098","0010","비즈트위트그린","15.11","202103","9","12,500","15","2012","구로중앙로18길 23",""
"서울특별시 구로구 구로동","98-10","0098","0010","비즈트위트그린","15.11","202103","28","12,500","13","2012","구로중앙로18길 23",""
"서울특별시 구로구 구로동","256-1","0256","0001","삼성래미안","109.651","202101","31","100,000","17","2004","디지털로31길 90",""
"서울특별시 구로구 구로동","256-1","0256","0001","삼성래미안","78.665","202103","3","94,000","8","2004","디지털로31길 90",""
"서울특별시 구로구 구로동","256-1","0256","0001","삼성래미안","78.665","202103","17","88,000","5","2004","디지털로31길 90",""
"서울특별시 구로구 구로동","108-2","0108","0002","새솔금호","59.9","202101","9","55,500","6","1996","공원로 35",""
"서울특별시 구로구 구로동","108-2","0108","0002","새솔금호","59.9","202101","30","52,000","4","1996","공원로 35",""
"서울특별시 구로구 구로동","108-2","0108","0002","새솔금호","59.9","202102","11","53,300","16","1996","공원로 35",""
"서울특별시 구로구 구로동","108-2","0108","0002","새솔금호","59.9","202103","5","54,000","7","1996","공원로 35",""
"서울특별시 구로구 구로동","145-23","0145","0023","성락","57.33","202102","10","37,500","4","1988","도림로20길 30",""
"서울특별시 구로구 구로동","104-9","0104","0009","성호메이플라워멤버스빌","41.4","202101","16","20,000","9","2002","가마산로 283",""
"서울특별시 구로구 구로동","104-9","0104","0009","성호메이플라워멤버스빌","41.4","202101","31","20,500","13","2002","가마산로 283",""
"서울특별시 구로구 구로동","104-9","0104","0009","성호메이플라워멤버스빌","41.4","202102","18","20,500","9","2002","가마산로 283",""
"서울특별시 구로구 구로동","104-9","0104","0009","성호메이플라워멤버스빌","31.75","202102","18","13,350","7","2002","가마산로 283",""
"서울특별시 구로구 구로동","104-9","0104","0009","성호메이플라워멤버스빌","41.4","202102","24","20,100","17","2002","가마산로 283",""
"서울특별시 구로구 구로동","104-9","0104","0009","성호메이플라워멤버스빌","41.4","202102","27","20,300","4","2002","가마산로 283",""
"서울특별시 구로구 구로동","104-9","0104","0009","성호메이플라워멤버스빌","31.75","202103","5","14,000","9","2002","가마산로 283",""
"서울특별시 구로구 구로동","104-9","0104","0009","성호메이플라워멤버스빌","41.4","202103","8","20,500","7","2002","가마산로 283",""
"서울특별시 구로구 구로동","104-9","0104","0009","성호메이플라워멤버스빌","41.4","202103","13","19,600","4","2002","가마산로 283",""
"서울특별시 구로구 구로동","104-9","0104","0009","성호메이플라워멤버스빌","41.4","202103","24","20,800","10","2002","가마산로 283",""
"서울특별시 구로구 구로동","104-9","0104","0009","성호메이플라워멤버스빌","41.4","202103","28","20,600","10","2002","가마산로 283",""
"서울특별시 구로구 구로동","106-10","0106","0010","순영웰라이빌1차","59.5","202101","26","50,000","10","2003","가마산로27길 24",""
"서울특별시 구로구 구로동","97-2","0097","0002","순영웰라이빌2차","64.45","202101","20","47,800","9","2005","가마산로 280",""
"서울특별시 구로구 구로동","501","0501","0000","신구로자이","133.78","202101","3","110,000","22","2007","구로중앙로 134",""
"서울특별시 구로구 구로동","501","0501","0000","신구로자이","133.78","202101","4","103,000","35","2007","구로중앙로 134",""
"서울특별시 구로구 구로동","501","0501","0000","신구로자이","243.42","202102","26","168,000","36","2007","구로중앙로 134",""
"서울특별시 구로구 구로동","42","0042","0000","신도림LG자이","84.952","202101","2","98,000","18","2004","새말로18길 64",""
"서울특별시 구로구 구로동","42","0042","0000","신도림LG자이","84.952","202103","1","107,000","31","2004","새말로18길 64",""
"서울특별시 구로구 구로동","1263","1263","0000","신도림롯데아파트","84.93","202102","22","91,000","2","1999","새말로 31",""
"서울특별시 구로구 구로동","1263","1263","0000","신도림롯데아파트","59.68","202103","8","85,800","13","1999","새말로 31",""
"서울특별시 구로구 구로동","1263","1263","0000","신도림롯데아파트","170.3","202103","15","135,000","11","1999","새말로 31",""
"서울특별시 구로구 구로동","1263","1263","0000","신도림롯데아파트","59.68","202103","25","87,900","8","1999","새말로 31",""
"서울특별시 구로구 구로동","1267","1267","0000","신도림태영타운","84.87","202103","13","114,500","9","2000","새말로 93",""
"서울특별시 구로구 구로동","1267","1267","0000","신도림태영타운","84.87","202103","20","120,000","16","2000","새말로 93",""
"서울특별시 구로구 구로동","1267","1267","0000","신도림태영타운","84.87","202103","20","109,000","2","2000","새말로 93",""
"서울특별시 구로구 구로동","1267","1267","0000","신도림태영타운","84.87","202103","25","119,000","19","2000","새말로 93",""
"서울특별시 구로구 구로동","1267","1267","0000","신도림태영타운","171.22","202103","27","141,000","19","2000","새말로 93",""
"서울특별시 구로구 구로동","1267","1267","0000","신도림태영타운","59.88","202103","27","100,000","3","2000","새말로 93",""
"서울특별시 구로구 구로동","560","0560","0000","신도림현대","80.01","202101","13","84,500","3","1994","새말로9길 45",""
"서울특별시 구로구 구로동","560","0560","0000","신도림현대","80.01","202101","13","91,000","21","1994","새말로9길 45",""
"서울특별시 구로구 구로동","560","0560","0000","신도림현대","80.01","202101","15","89,500","20","1994","새말로9길 45",""
"서울특별시 구로구 구로동","560","0560","0000","신도림현대","80.01","202103","21","86,000","20","1994","새말로9길 45",""
"서울특별시 구로구 구로동","1274","1274","0000","신성미소지움","71.04","202102","3","63,700","2","2003","시흥대로161길 50",""
"서울특별시 구로구 구로동","1274","1274","0000","신성미소지움","59.94","202102","4","59,350","3","2003","시흥대로161길 50",""
"서울특별시 구로구 구로동","100-8","0100","0008","신안타워","134.94","202102","27","71,000","16","1998","구로중앙로 68",""
"서울특별시 구로구 구로동","108-4","0108","0004","아스타 빌","84.99","202101","30","45,000","13","2004","가마산로27길 66",""
"서울특별시 구로구 구로동","1268","1268","0000","영화참마음","84.63","202102","1","75,000","15","2001","구일로8길 79",""
"서울특별시 구로구 구로동","1268","1268","0000","영화참마음","84.63","202103","13","82,500","11","2001","구일로8길 79",""
"서울특별시 구로구 구로동","1277","1277","0000","우리유앤미","53.51","202101","17","48,000","4","2004","구로동로43길 10",""
"서울특별시 구로구 구로동","1277","1277","0000","우리유앤미","84.71","202101","26","59,990","18","2004","구로동로43길 10",""
"서울특별시 구로구 구로동","1277","1277","0000","우리유앤미","84.54","202103","9","73,000","12","2004","구로동로43길 10",""
"서울특별시 구로구 구로동","1279","1279","0000","우민늘푸른","66.85","202102","20","62,800","3","2004","도림로20길 50",""
"서울특별시 구로구 구로동","642-46","0642","0046","우방","84.9","202102","27","66,000","12","1993","구일로 154-17",""
"서울특별시 구로구 구로동","1058","1058","0000","우성(1058)","84.38","202101","9","70,000","5","1995","구일로8길 31",""
"서울특별시 구로구 구로동","1058","1058","0000","우성(1058)","59.34","202101","23","60,000","17","1995","구일로8길 31",""
"서울특별시 구로구 구로동","1058","1058","0000","우성(1058)","59.34","202101","27","59,500","18","1995","구일로8길 31",""
"서울특별시 구로구 구로동","1058","1058","0000","우성(1058)","59.34","202102","4","59,700","1","1995","구일로8길 31",""
"서울특별시 구로구 구로동","1058","1058","0000","우성(1058)","84.38","202103","12","80,000","15","1995","구일로8길 31",""
"서울특별시 구로구 구로동","1058","1058","0000","우성(1058)","59.34","202103","19","68,000","18","1995","구일로8길 31",""
"서울특별시 구로구 구로동","1058","1058","0000","우성(1058)","84.38","202103","23","82,500","14","1995","구일로8길 31",""
"서울특별시 구로구 구로동","110-9","0110","0009","우원그린빌","79.325","202101","13","60,000","14","2001","구로중앙로28다길 22",""
"서울특별시 구로구 구로동","1262","1262","0000","월드","84.94","202101","5","74,700","21","1998","구로중앙로 229",""
"서울특별시 구로구 구로동","1262","1262","0000","월드","59.92","202101","21","59,500","13","1998","구로중앙로 229",""
"서울특별시 구로구 구로동","1260","1260","0000","이화우성","59.82","202101","4","63,400","4","1998","도림로22길 8",""
"서울특별시 구로구 구로동","1260","1260","0000","이화우성","59.82","202101","23","66,500","15","1998","도림로22길 8",""
"서울특별시 구로구 구로동","1261","1261","0000","일신건영","60","202101","20","67,500","19","1998","새말로9길 22",""
"서울특별시 구로구 구로동","1261","1261","0000","일신건영","84.66","202101","21","79,000","17","1998","새말로9길 22",""
"서울특별시 구로구 구로동","796-35","0796","0035","일심빌리지","46.32","202101","9","17,000","4","1997","도림로6길 39-13",""
"서울특별시 구로구 구로동","748-43","0748","0043","정창빌라","48.48","202103","26","19,000","5","1996","구로동로18길 56-18",""
"서울특별시 구로구 구로동","806-83","0806","0083","제일","55.89","202101","30","20,000","5","1987","구로동로18길 44-30",""
"서울특별시 구로구 구로동","805-14","0805","0014","제일(805-14)","55.98","202102","2","25,000","5","1961","구로동로 70-4",""
"서울특별시 구로구 구로동","800-2","0800","0002","조성빌라","21.96","202101","5","9,950","4","2000","도림로8길 4",""
"서울특별시 구로구 구로동","110","0110","0000","종인아네스트","16.04","202102","20","11,000","16","2012","공원로7길 11",""
"서울특별시 구로구 구로동","685-222","0685","0222","주공1","73.08","202101","7","79,000","13","1986","구일로4길 65",""
"서울특별시 구로구 구로동","685-222","0685","0222","주공1","73.08","202101","11","79,700","14","1986","구일로4길 65",""
"서울특별시 구로구 구로동","685-222","0685","0222","주공1","84.87","202101","13","89,500","11","1986","구일로4길 65",""
"서울특별시 구로구 구로동","685-222","0685","0222","주공1","84.165","202101","13","92,500","6","1986","구일로4길 65",""
"서울특별시 구로구 구로동","685-222","0685","0222","주공1","73.08","202101","14","60,000","1","1986","구일로4길 65","20210208"
"서울특별시 구로구 구로동","685-222","0685","0222","주공1","73.08","202101","14","60,000","1","1986","구일로4길 65",""
"서울특별시 구로구 구로동","685-222","0685","0222","주공1","83.805","202101","15","92,000","6","1986","구일로4길 65",""
"서울특별시 구로구 구로동","685-222","0685","0222","주공1","83.805","202101","23","90,000","3","1986","구일로4길 65",""
"서울특별시 구로구 구로동","685-222","0685","0222","주공1","84.87","202101","25","95,000","5","1986","구일로4길 65",""
"서울특별시 구로구 구로동","685-222","0685","0222","주공1","73.08","202101","25","84,500","15","1986","구일로4길 65",""
"서울특별시 구로구 구로동","685-222","0685","0222","주공1","73.68","202101","30","83,500","11","1986","구일로4길 65",""
"서울특별시 구로구 구로동","685-222","0685","0222","주공1","73.68","202101","30","83,500","11","1986","구일로4길 65","20210209"
"서울특별시 구로구 구로동","685-222","0685","0222","주공1","83.87","202102","26","95,500","9","1986","구일로4길 65",""
"서울특별시 구로구 구로동","685-222","0685","0222","주공1","84.87","202103","3","94,500","1","1986","구일로4길 65",""
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","32.39","202101","4","47,000","3","1987","구일로4길 22",""
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","32.39","202101","9","47,300","5","1987","구일로4길 22",""
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","54.9","202101","11","71,000","1","1987","구일로4길 22",""
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","32.39","202101","21","49,000","10","1987","구일로4길 22",""
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","64.62","202101","23","84,000","3","1987","구일로4길 22",""
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","54.9","202101","25","79,000","12","1987","구일로4길 22",""
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","32.39","202101","26","45,000","1","1987","구일로4길 22",""
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","32.39","202101","27","49,900","7","1987","구일로4길 22",""
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","54.9","202101","29","78,000","5","1987","구일로4길 22",""
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","54.9","202101","30","75,000","14","1987","구일로4길 22",""
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","32.39","202101","30","51,500","5","1987","구일로4길 22",""
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","32.39","202101","30","47,000","2","1987","구일로4길 22",""
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","32.39","202102","1","46,000","2","1987","구일로4길 22",""
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","32.39","202102","1","47,500","2","1987","구일로4길 22",""
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","49.94","202102","2","64,500","3","1987","구일로4길 22",""
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","49.94","202102","3","65,000","9","1987","구일로4길 22",""
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","54.9","202102","3","79,000","13","1987","구일로4길 22",""
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","54.9","202102","18","74,000","11","1987","구일로4길 22",""
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","41.3","202102","27","63,000","10","1987","구일로4길 22",""
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","32.39","202103","4","32,000","6","1987","구일로4길 22",""
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","32.39","202103","5","51,000","1","1987","구일로4길 22",""
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","32.39","202103","13","52,000","4","1987","구일로4길 22",""
"서울특별시 구로구 구로동","685-124","0685","0124","중앙하이츠","59.99","202101","28","59,900","1","1987","구일로8길 92",""
"서울특별시 구로구 구로동","685-124","0685","0124","중앙하이츠","70.52","202101","30","64,500","5","1987","구일로8길 92",""
"서울특별시 구로구 구로동","685-124","0685","0124","중앙하이츠","79.97","202102","8","70,500","3","1987","구일로8길 92",""
"서울특별시 구로구 구로동","685-124","0685","0124","중앙하이츠","59.99","202102","25","60,000","3","1987","구일로8길 92",""
"서울특별시 구로구 구로동","685-124","0685","0124","중앙하이츠","70.52","202103","5","69,800","4","1987","구일로8길 92",""
"서울특별시 구로구 구로동","1269","1269","0000","중앙하이츠(1269)","82.3019","202101","3","77,000","14","2001","구로동로47길 24",""
"서울특별시 구로구 구로동","1269","1269","0000","중앙하이츠(1269)","82.3019","202101","16","82,500","17","2001","구로동로47길 24",""
"서울특별시 구로구 구로동","1269","1269","0000","중앙하이츠(1269)","59.73","202101","23","69,000","7","2001","구로동로47길 24",""
"서울특별시 구로구 구로동","1269","1269","0000","중앙하이츠(1269)","59.73","202101","23","69,300","15","2001","구로동로47길 24",""
"서울특별시 구로구 구로동","98-8","0098","0008","케어빌(98-8)","54.58","202101","25","37,700","12","2007","구로중앙로18길 27",""
"서울특별시 구로구 구로동","98-8","0098","0008","케어빌(98-8)","77.9","202101","27","43,800","6","2007","구로중앙로18길 27",""
"서울특별시 구로구 구로동","97-8","0097","0008","코원","12.49","202101","16","8,300","7","2014","구로중앙로18길 59",""
"서울특별시 구로구 구로동","46-5","0046","0005","한스타워","59.96","202102","10","39,400","19","1996","공원로 34",""
"서울특별시 구로구 구로동","642-9","0642","0009","한신","44.78","202101","8","50,600","4","1988","구일로8길 63",""
"서울특별시 구로구 구로동","642-9","0642","0009","한신","44.78","202101","13","50,000","4","1988","구일로8길 63",""
"서울특별시 구로구 구로동","642-9","0642","0009","한신","35.277","202102","1","38,900","15","1988","구일로8길 63",""
"서울특별시 구로구 구로동","642-9","0642","0009","한신","44.78","202102","4","50,500","7","1988","구일로8길 63",""
"서울특별시 구로구 구로동","642-9","0642","0009","한신","35.277","202102","19","38,500","1","1988","구일로8길 63",""
"서울특별시 구로구 구로동","642-9","0642","0009","한신","35.277","202103","9","40,000","5","1988","구일로8길 63",""
"서울특별시 구로구 구로동","642-9","0642","0009","한신","44.78","202103","10","53,500","6","1988","구일로8길 63",""
"서울특별시 구로구 구로동","642-9","0642","0009","한신","35.277","202103","13","40,600","3","1988","구일로8길 63",""
"서울특별시 구로구 구로동","642-9","0642","0009","한신","44.78","202103","27","53,300","7","1988","구일로8길 63",""
"서울특별시 구로구 구로동","1280","1280","0000","한신휴플러스(1280-0)","50.03","202101","5","68,500","10","2007","디지털로31길 120",""
"서울특별시 구로구 구로동","1280","1280","0000","한신휴플러스(1280-0)","50.03","202101","16","67,500","15","2007","디지털로31길 120","20210306"
"서울특별시 구로구 구로동","1280","1280","0000","한신휴플러스(1280-0)","58.03","202102","25","77,500","14","2007","디지털로31길 120",""
"서울특별시 구로구 구로동","1280","1280","0000","한신휴플러스(1280-0)","50.03","202103","5","67,500","15","2007","디지털로31길 120",""
"서울특별시 구로구 구로동","1280","1280","0000","한신휴플러스(1280-0)","50.17","202103","27","69,800","8","2007","디지털로31길 120",""
"서울특별시 구로구 구로동","1281","1281","0000","한일유앤아이","84.962","202101","2","68,500","6","2006","가마산로 87",""
"서울특별시 구로구 구로동","1281","1281","0000","한일유앤아이","84.962","202101","2","70,000","13","2006","가마산로 87",""
"서울특별시 구로구 구로동","1281","1281","0000","한일유앤아이","84.962","202101","16","73,000","18","2006","가마산로 87",""
"서울특별시 구로구 구로동","415-37","0415","0037","한일퍼스트빌(415-37)","83.18","202103","10","29,000","3","2004","구로동로35길 30","20210412"
"서울특별시 구로구 구로동","104-3","0104","0003","해담채3","13.39","202102","10","12,000","16","2014","가마산로27길 11-15",""
"서울특별시 구로구 구로동","104-3","0104","0003","해담채3","13.39","202102","10","12,000","16","2014","가마산로27길 11-15","20210223"
"서울특별시 구로구 구로동","104-3","0104","0003","해담채3","13.39","202103","16","10,000","15","2014","가마산로27길 11-15",""
"서울특별시 구로구 구로동","104-3","0104","0003","해담채3","13.39","202103","16","10,000","16","2014","가마산로27길 11-15",""
"서울특별시 구로구 구로동","104-3","0104","0003","해담채3","13.39","202103","16","12,000","11","2014","가마산로27길 11-15",""
"서울특별시 구로구 구로동","104-3","0104","0003","해담채3","13.39","202103","16","10,000","12","2014","가마산로27길 11-15",""
"서울특별시 구로구 구로동","104-3","0104","0003","해담채3","13.39","202103","26","10,100","13","2014","가마산로27길 11-15",""
"서울특별시 구로구 구로동","74-30","0074","0030","현대","56.49","202103","3","57,000","11","1988","구로중앙로18길 68",""
"서울특별시 구로구 구로동","74-30","0074","0030","현대","72.33","202103","13","66,800","12","1988","구로중앙로18길 68",""
"서울특별시 구로구 구로동","701-76","0701","0076","현대로얄","79.79","202101","23","51,000","1","1987","가마산로 97",""
"서울특별시 구로구 구로동","685-147","0685","0147","현대상선","79.98","202101","18","68,650","12","1987","구일로10길 53",""
"서울특별시 구로구 구로동","685-147","0685","0147","현대상선","64.55","202101","28","59,550","4","1987","구일로10길 53",""
"서울특별시 구로구 구로동","685-147","0685","0147","현대상선","79.98","202101","29","68,550","15","1987","구일로10길 53",""
"서울특별시 구로구 구로동","685-147","0685","0147","현대상선","79.98","202102","9","68,500","8","1987","구일로10길 53",""
"서울특별시 구로구 구로동","685-147","0685","0147","현대상선","64.55","202102","27","63,900","10","1987","구일로10길 53",""
"서울특별시 구로구 구로동","685-70","0685","0070","현대연예인","74.66","202101","25","68,000","6","1989","구일로4길 46",""
"서울특별시 구로구 구로동","685-70","0685","0070","현대연예인","84.91","202102","9","66,000","1","1989","구일로4길 46",""
"서울특별시 구로구 구로동","685-70","0685","0070","현대연예인","84.91","202102","22","73,000","14","1989","구일로4길 46",""
"서울특별시 구로구 구로동","685-70","0685","0070","현대연예인","84.91","202103","1","72,000","5","1989","구일로4길 46",""
"서울특별시 구로구 구로동","642-33","0642","0033","현대의보아파트","83.95","202101","25","62,200","11","1994","구일로8길 121",""
"서울특별시 구로구 구로동","642-33","0642","0033","현대의보아파트","83.02","202102","20","59,800","2","1994","구일로8길 121",""
"서울특별시 구로구 구로동","642-33","0642","0033","현대의보아파트","83.02","202102","24","64,500","8","1994","구일로8길 121",""
"서울특별시 구로구 구로동","642-33","0642","0033","현대의보아파트","83.02","202102","25","60,000","3","1994","구일로8길 121",""
"서울특별시 구로구 구로동","108","0108","0000","현대파크빌","138.358","202101","19","69,900","25","1999","공원로 41",""
"서울특별시 구로구 구로동","110-1","0110","0001","희훈타워빌","142.59","202102","9","73,000","21","1998","공원로 63",""
"서울특별시 구로구 궁동","236-4","0236","0004","뉴파인","76.17","202103","4","32,200","6","2007","오리로21길 90",""
"서울특별시 구로구 궁동","236-4","0236","0004","뉴파인","75.94","202103","10","34,700","5","2007","오리로21길 90",""
"서울특별시 구로구 궁동","182-10","0182","0010","다청림(102동)","78.41","202101","18","40,000","4","2006","오리로20길 52",""
"서울특별시 구로구 궁동","182-10","0182","0010","다청림(102동)","78.41","202102","26","35,000","1","2006","오리로20길 52",""
"서울특별시 구로구 궁동","182","0182","0000","다청림(104동)","54.67","202101","20","22,000","4","2006","오리로20길 47",""
"서울특별시 구로구 궁동","182","0182","0000","다청림(104동)","63.99","202103","24","23,500","1","2006","오리로20길 47",""
"서울특별시 구로구 궁동","178-5","0178","0005","다청림(107동)","79.81","202103","25","40,000","3","2007","오리로20길 44",""
"서울특별시 구로구 궁동","143-1","0143","0001","다청림101동(143-1)","84.21","202102","25","35,000","3","2012","오리로22나길 16-9",""
"서울특별시 구로구 궁동","184-20","0184","0020","대명하이빌101동","70.09","202102","24","35,700","3","2009","오리로20길 26-8",""
"서울특별시 구로구 궁동","290","0290","0000","우남푸르미아","84.974","202103","8","59,000","5","2007","부일로 927",""
"서울특별시 구로구 궁동","290","0290","0000","우남푸르미아","84.958","202103","11","51,000","2","2007","부일로 927",""
"서울특별시 구로구 궁동","112-10","0112","0010","호수1차A동","75.37","202103","8","27,000","1","2003","오리로22가길 32",""
"서울특별시 구로구 신도림동","432-1","0432","0001","SK VIEW","84.98","202101","15","116,500","19","2006","경인로 638",""
"서울특별시 구로구 신도림동","642","0642","0000","대림1","59.88","202101","4","88,500","4","1999","신도림로 16",""
