"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20210101 ~ 20210331"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 구로구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"서울특별시 구로구 고척동","296","0296","0000","대우","59.97","202101","2","57,000","7","1999","고척로52길 48",""
"서울특별시 구로구 고척동","296","0296","0000","대우","59.97","202101","9","57,000","3","1999","고척로52길 48",""
"서울특별시 구로구 고척동","296","0296","0000","대우","59.97","202101","31","58,600","14","1999","고척로52길 48",""
"서울특별시 구로구 고척동","296","0296","0000","대우","114.95","202101","31","73,500","4","1999","고척로52길 48",""
"서울특별시 구로구 고척동","296","0296","0000","대우","84.98","202101","31","68,500","15","1999","고척로52길 53",""
"서울특별시 구로구 고척동","296","0296","0000","대우","84.99","202101","31","68,000","3","1999","고척로52길 48",""
"서울특별시 구로구 고척동","296","0296","0000","대우","84.98","202102","6","65,500","2","1999","고척로52길 53",""
"서울특별시 구로구 고척동","296","0296","0000","대우","114.95","202102","18","76,000","7","1999","고척로52길 53",""
"서울특별시 구로구 고척동","296","0296","0000","대우","114.95","202102","19","74,400","9","1999","고척로52길 48",""
"서울특별시 구로구 고척동","296","0296","0000","대우","59.96","202102","20","57,750","8","1999","고척로52길 53",""
"서울특별시 구로구 고척동","296","0296","0000","대우","59.97","202102","22","59,900","4","1999","고척로52길 48",""
"서울특별시 구로구 고척동","296","0296","0000","대우","84.99","202102","22","75,000","5","1999","고척로52길 48",""
"서울특별시 구로구 고척동","296","0296","0000","대우","84.98","202103","5","73,800","4","1999","고척로52길 53",""
"서울특별시 구로구 고척동","327","0327","0000","동아한신","115.31","202102","8","89,900","13","2000","중앙로6길 17",""
"서울특별시 구로구 고척동","327","0327","0000","동아한신","84.92","202102","25","71,200","1","2000","중앙로6길 17",""
"서울특별시 구로구 고척동","327","0327","0000","동아한신","84.92","202103","20","69,000","1","2000","중앙로6길 17",""
"서울특별시 구로구 고척동","338","0338","0000","마젤란","95.52","202101","26","76,000","11","2008","경인로47길 128",""
"서울특별시 구로구 고척동","338","0338","0000","마젤란","84.923","202102","5","73,000","15","2008","경인로47길 128",""
"서울특별시 구로구 고척동","338","0338","0000","마젤란","84.923","202103","5","74,900","5","2008","경인로47길 128",""
"서울특별시 구로구 고척동","334","0334","0000","벽산","84.878","202101","9","88,000","1","2003","경인로 390",""
"서울특별시 구로구 고척동","334","0334","0000","벽산","84.878","202101","16","89,000","25","2003","경인로 390",""
"서울특별시 구로구 고척동","334","0334","0000","벽산","84.878","202102","4","94,900","23","2003","경인로 390",""
"서울특별시 구로구 고척동","334","0334","0000","벽산","84.878","202102","24","95,000","16","2003","경인로 390",""
"서울특별시 구로구 고척동","342","0342","0000","벽산베스트블루밍","114.611","202101","1","108,000","19","2010","고척로60길 30",""
"서울특별시 구로구 고척동","342","0342","0000","벽산베스트블루밍","84.887","202101","5","87,000","7","2010","고척로60길 30",""
"서울특별시 구로구 고척동","342","0342","0000","벽산베스트블루밍","59.962","202101","5","73,000","7","2010","고척로60길 30",""
"서울특별시 구로구 고척동","342","0342","0000","벽산베스트블루밍","84.742","202103","26","86,900","13","2010","고척로60길 30",""
"서울특별시 구로구 고척동","57-9","0057","0009","산업인","47.26","202101","3","27,700","4","1976","경인로47다길 43",""
"서울특별시 구로구 고척동","57-9","0057","0009","산업인","47.01","202101","4","30,600","3","1976","경인로47다길 43",""
"서울특별시 구로구 고척동","57-9","0057","0009","산업인","47.27","202101","15","29,900","1","1976","경인로47다길 43",""
"서울특별시 구로구 고척동","57-9","0057","0009","산업인","47.26","202101","16","30,000","3","1976","경인로47다길 43",""
"서울특별시 구로구 고척동","57-9","0057","0009","산업인","46.97","202101","20","31,000","4","1976","경인로47다길 43",""
"서울특별시 구로구 고척동","57-9","0057","0009","산업인","47.23","202101","23","30,200","5","1976","경인로47다길 43",""
"서울특별시 구로구 고척동","57-9","0057","0009","산업인","47.01","202101","23","30,500","2","1976","경인로47다길 43",""
"서울특별시 구로구 고척동","57-9","0057","0009","산업인","48.04","202101","27","32,000","4","1976","경인로47다길 43",""
"서울특별시 구로구 고척동","57-9","0057","0009","산업인","47.26","202102","11","32,900","4","1976","경인로47다길 43",""
"서울특별시 구로구 고척동","57-9","0057","0009","산업인","47.24","202102","16","33,000","1","1976","경인로47다길 43",""
"서울특별시 구로구 고척동","57-9","0057","0009","산업인","47.26","202102","19","33,500","5","1976","경인로47다길 43",""
"서울특별시 구로구 고척동","57-9","0057","0009","산업인","47.23","202102","19","33,000","4","1976","경인로47다길 43",""
"서울특별시 구로구 고척동","57-9","0057","0009","산업인","48.04","202102","22","32,500","5","1976","경인로47다길 43",""
"서울특별시 구로구 고척동","57-9","0057","0009","산업인","48.04","202102","25","33,500","4","1976","경인로47다길 43",""
"서울특별시 구로구 고척동","57-9","0057","0009","산업인","47.01","202103","5","34,000","2","1976","경인로47다길 43",""
"서울특별시 구로구 고척동","57-9","0057","0009","산업인","47","202103","12","34,800","3","1976","경인로47다길 43",""
"서울특별시 구로구 고척동","57-9","0057","0009","산업인","48.04","202103","17","33,000","4","1976","경인로47다길 43",""
"서울특별시 구로구 고척동","57-9","0057","0009","산업인","47.01","202103","18","33,900","4","1976","경인로47다길 43",""
"서울특별시 구로구 고척동","57-9","0057","0009","산업인","47.01","202103","20","33,900","1","1976","경인로47다길 43",""
"서울특별시 구로구 고척동","57-9","0057","0009","산업인","47.23","202103","23","34,000","3","1976","경인로47다길 43",""
"서울특별시 구로구 고척동","57-9","0057","0009","산업인","47","202103","24","33,750","4","1976","경인로47다길 43",""
"서울특별시 구로구 고척동","57-9","0057","0009","산업인","47.27","202103","26","33,000","1","1976","경인로47다길 43",""
"서울특별시 구로구 고척동","57-9","0057","0009","산업인","89.27","202103","27","62,000","1","1976","경인로47다길 43",""
"서울특별시 구로구 고척동","97-3","0097","0003","삼명","43.74","202101","3","34,500","1","1977","경서로1길 14",""
"서울특별시 구로구 고척동","97-3","0097","0003","삼명","43.74","202101","16","34,800","4","1977","경서로1길 14",""
"서울특별시 구로구 고척동","330","0330","0000","삼익(1단지)","59.82","202102","16","52,700","10","2001","중앙로15길 132-17",""
"서울특별시 구로구 고척동","336","0336","0000","삼환로즈빌","84.994","202101","5","82,500","14","2004","경인로 343",""
"서울특별시 구로구 고척동","336","0336","0000","삼환로즈빌","84.994","202101","12","84,000","14","2004","경인로 343",""
"서울특별시 구로구 고척동","336","0336","0000","삼환로즈빌","84.994","202101","16","84,500","23","2004","경인로 343",""
"서울특별시 구로구 고척동","336","0336","0000","삼환로즈빌","84.994","202101","30","85,000","6","2004","경인로 343",""
"서울특별시 구로구 고척동","141-1","0141","0001","서울가든","54.61","202102","6","55,000","3","1989","중앙로5길 62",""
"서울특별시 구로구 고척동","141-1","0141","0001","서울가든","84.99","202103","5","68,300","5","1989","중앙로5길 62",""
"서울특별시 구로구 고척동","141-1","0141","0001","서울가든","84.99","202103","12","69,300","3","1989","중앙로5길 62",""
"서울특별시 구로구 고척동","141-1","0141","0001","서울가든","84.99","202103","13","73,000","1","1989","중앙로5길 62",""
"서울특별시 구로구 고척동","322","0322","0000","성원","56.97","202101","21","36,200","7","1996","경인로47가길 10",""
"서울특별시 구로구 고척동","322","0322","0000","성원","56.97","202102","19","34,950","4","1996","경인로47가길 10",""
"서울특별시 구로구 고척동","320","0320","0000","센츄리","84.56","202101","11","65,000","4","1994","중앙로12길 12",""
"서울특별시 구로구 고척동","320","0320","0000","센츄리","84.56","202102","10","67,500","4","1994","중앙로12길 12",""
"서울특별시 구로구 고척동","320","0320","0000","센츄리","84.56","202102","20","66,000","1","1994","중앙로12길 12",""
"서울특별시 구로구 고척동","324","0324","0000","신원프라자","65.37","202101","22","30,500","15","1997","중앙로1길 18-18",""
"서울특별시 구로구 고척동","324","0324","0000","신원프라자","84.27","202102","7","48,500","4","1997","중앙로1길 18-18",""
"서울특별시 구로구 고척동","324","0324","0000","신원프라자","84.27","202102","7","48,500","4","1997","중앙로1길 18-18","20210309"
"서울특별시 구로구 고척동","324","0324","0000","신원프라자","65.37","202102","16","44,500","11","1997","중앙로1길 18-18",""
"서울특별시 구로구 고척동","328","0328","0000","양우","59.94","202101","20","45,500","5","2000","고척로52길 9",""
"서울특별시 구로구 고척동","76-55","0076","0055","우성,현대아파트","79.32","202101","13","64,900","2","1987","중앙로1길 18-19",""
"서울특별시 구로구 고척동","76-55","0076","0055","우성,현대아파트","68.7","202103","27","64,000","6","1987","중앙로1길 18-19",""
"서울특별시 구로구 고척동","321","0321","0000","우성꿈동산","79.77","202102","17","50,000","1","1996","경인로47다길 34-7",""
"서울특별시 구로구 고척동","321","0321","0000","우성꿈동산","79.77","202102","28","54,700","10","1996","경인로47다길 34-7",""
"서울특별시 구로구 고척동","167-102","0167","0102","진성그린아파트","76.06","202102","28","36,000","2","2007","고척로47길 16-13",""
"서울특별시 구로구 고척동","326","0326","0000","청구","59.94","202101","7","59,000","11","1999","중앙로6길 5-15",""
"서울특별시 구로구 고척동","337","0337","0000","한일유앤아이","84.726","202101","17","69,800","12","2005","중앙로15길 151",""
"서울특별시 구로구 고척동","337","0337","0000","한일유앤아이","114.79","202101","20","85,000","11","2005","중앙로15길 151",""
"서울특별시 구로구 고척동","337","0337","0000","한일유앤아이","59.647","202101","28","59,000","10","2005","중앙로15길 151",""
"서울특별시 구로구 고척동","337","0337","0000","한일유앤아이","84.726","202102","6","68,000","6","2005","중앙로15길 151",""
"서울특별시 구로구 고척동","337","0337","0000","한일유앤아이","59.647","202102","22","61,000","9","2005","중앙로15길 151",""
"서울특별시 구로구 고척동","337","0337","0000","한일유앤아이","84.98","202102","28","68,800","4","2005","중앙로15길 151",""
"서울특별시 구로구 고척동","52-332","0052","0332","한효","82.48","202101","19","69,000","9","1985","중앙로5길 24",""
"서울특별시 구로구 고척동","52-332","0052","0332","한효","69.87","202101","30","67,000","8","1985","중앙로5길 24",""
"서울특별시 구로구 구로동","716-22","0716","0022","(716-22)우진빌라C","48.4","202101","15","18,000","5","2000","구로동로15길 5-9","20210308"
"서울특별시 구로구 구로동","717-10","0717","0010","(717-10)","45.89","202101","25","20,900","3","1999","구로동로13길 18",""
"서울특별시 구로구 구로동","717-5","0717","0005","(717-5)미래빌라","44.37","202101","31","18,500","3","2000","구로동로15길 5-8",""
"서울특별시 구로구 구로동","718-11","0718","0011","(718-11)경원주택6동","44.55","202102","24","15,750","1","1999","구로동로15길 21-10",""
"서울특별시 구로구 구로동","718-12","0718","0012","(718-12)부국주택","42.96","202102","24","18,000","1","2000","구로동로15길 21-8",""
"서울특별시 구로구 구로동","743-10","0743","0010","(743-10)","37.26","202103","27","25,000","1","1994","구로동로8길 65",""
"서울특별시 구로구 구로동","744-15","0744","0015","(744-15)","45.45","202103","24","28,000","4","1996","구로동로18길 35-7",""
"서울특별시 구로구 구로동","744-16","0744","0016","(744-16)","57.81","202101","12","22,000","5","1995","구로동로20길 46-6",""
"서울특별시 구로구 구로동","744-16","0744","0016","(744-16)","57.81","202101","12","20,500","3","1995","구로동로20길 46-6",""
"서울특별시 구로구 구로동","744-19","0744","0019","(744-19)","45.64","202103","27","20,000","1","1996","구로동로20길 42-2",""
"서울특별시 구로구 구로동","744-3","0744","0003","(744-3)","38.81","202103","30","19,000","1","1998","구로동로8길 51",""
"서울특별시 구로구 구로동","745-38","0745","0038","(745-38)","58.03","202102","1","23,000","4","1997","구로동로18길 30-12",""
"서울특별시 구로구 구로동","745-60","0745","0060","(745-60)","43.42","202103","29","19,000","1","1996","구로동로12길 4-3",""
"서울특별시 구로구 구로동","746-3","0746","0003","(746-3)","53.1","202101","12","27,000","3","2000","구로동로8길 38",""
"서울특별시 구로구 구로동","746-3","0746","0003","(746-3)","53.1","202101","12","26,900","1","2000","구로동로8길 38",""
"서울특별시 구로구 구로동","746-3","0746","0003","(746-3)","53.1","202101","12","27,000","1","2000","구로동로8길 38",""
"서울특별시 구로구 구로동","746-3","0746","0003","(746-3)","53.1","202101","24","30,000","2","2000","구로동로8길 38",""
"서울특별시 구로구 구로동","747-34","0747","0034","(747-34)","49.11","202103","15","21,600","4","2000","도림로3길 35-5",""
"서울특별시 구로구 구로동","747-35","0747","0035","(747-35)","50.52","202103","16","23,500","3","1982","도림로3길 35-3",""
"서울특별시 구로구 구로동","749-44","0749","0044","(749-44)","37.47","202101","8","22,000","4","1996","구로동로20길 62",""
"서울특별시 구로구 구로동","749-46","0749","0046","(749-46)","35.31","202102","25","15,500","5","1996","구로동로20길 64-2",""
"서울특별시 구로구 구로동","749-46","0749","0046","(749-46)","38.43","202103","19","17,500","3","1996","구로동로20길 64-2",""
"서울특별시 구로구 구로동","749-5","0749","0005","(749-5)","55.44","202103","23","26,000","1","1998","구로동로20길 52-1",""
"서울특별시 구로구 구로동","749-8","0749","0008","(749-8)","45.09","202102","1","19,000","5","1996","구로동로20길 58-6",""
"서울특별시 구로구 구로동","750-7","0750","0007","(750-7)","45","202101","15","15,000","1","1994","구로동로20길 52-10",""
"서울특별시 구로구 구로동","752-6","0752","0006","(752-6)","28.56","202101","8","22,500","4","1996","구로동로22길 70-3",""
"서울특별시 구로구 구로동","770-40","0770","0040","(770-40)","46.56","202101","25","22,000","3","1996","도림로 37-2",""
"서울특별시 구로구 구로동","770-59","0770","0059","(770-59)","44.46","202101","5","21,000","4","1996","구로동로22길 88-11",""
"서울특별시 구로구 구로동","777-3","0777","0003","(777-3)두암호은리버빌","54.48","202101","14","27,000","1","2002","디지털로27라길 64",""
"서울특별시 구로구 구로동","779-3","0779","0003","(779-3)","35.59","202102","16","10,000","5","1997","디지털로27라길 65",""
"서울특별시 구로구 구로동","780-31","0780","0031","(780-31)","36.48","202101","9","11,950","5","1997","도림로12길 5-10",""
"서울특별시 구로구 구로동","780-58","0780","0058","(780-58)","33.52","202103","29","22,000","2","1997","도림로12길 5-6",""
"서울특별시 구로구 구로동","781-12","0781","0012","(781-12)","50.32","202103","13","21,000","4","1997","디지털로27다길 57-5",""
"서울특별시 구로구 구로동","792-2","0792","0002","(792-2)","53.82","202101","11","26,000","3","1996","도림로10길 5-38",""
"서울특별시 구로구 구로동","792-86","0792","0086","(792-86)","47.5","202103","29","19,000","1","1996","디지털로27라길 29-14",""
"서울특별시 구로구 구로동","792-9","0792","0009","(792-9)","47.19","202101","6","19,500","3","1984","도림로12길 12",""
"서울특별시 구로구 구로동","794-22","0794","0022","(794-22)","59.3","202101","10","17,400","1","1997","도림로8길 13",""
"서울특별시 구로구 구로동","796-14","0796","0014","(796-14)","49.84","202103","25","26,000","3","1996","도림로6길 39-32",""
"서울특별시 구로구 구로동","796-25","0796","0025","(796-25)","45.48","202102","8","19,000","1","1996","도림로6길 39-10",""
"서울특별시 구로구 구로동","796-65","0796","0065","(796-65)삼성주택","44","202103","25","17,500","5","1985","디지털로27라길 16",""
"서울특별시 구로구 구로동","797-22","0797","0022","(797-22)","42.48","202101","15","22,000","1","1995","디지털로27라길 6-17",""
"서울특별시 구로구 구로동","798-21","0798","0021","(798-21)","40.68","202101","27","21,000","3","1984","디지털로27길 124-8",""
"서울특별시 구로구 구로동","807-37","0807","0037","(807-37)","31.11","202101","2","15,300","4","1996","구로동로12길 4-14",""
"서울특별시 구로구 구로동","807-37","0807","0037","(807-37)","31.11","202101","2","15,500","3","1996","구로동로12길 4-14",""
"서울특별시 구로구 구로동","807-37","0807","0037","(807-37)","31.11","202101","9","16,000","2","1996","구로동로12길 4-14",""
"서울특별시 구로구 구로동","807-37","0807","0037","(807-37)","31.11","202101","15","14,800","1","1996","구로동로12길 4-14",""
"서울특별시 구로구 구로동","801-14","0801","0014","801-14","21.6","202101","26","14,200","1","1995","도림로 12-1",""
"서울특별시 구로구 구로동","487-24","0487","0024","M 센트럴뷰","49.9","202102","9","47,000","5","2020","구로동로42길 9",""
"서울특별시 구로구 구로동","746-49","0746","0049","계영주택(746-49)","59.88","202103","5","23,000","1","1996","구로동로18길 44-12",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","44.64","202101","2","49,700","14","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","51.84","202101","5","58,000","15","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","84.9","202101","8","73,500","12","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","51.84","202101","16","58,000","16","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","44.64","202101","16","49,800","14","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","44.64","202101","19","49,500","15","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","51.84","202101","21","55,200","4","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","44.64","202101","23","49,300","15","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","44.64","202101","23","45,800","16","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","44.64","202101","26","49,900","18","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","44.64","202101","27","45,600","4","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","51.84","202101","28","58,300","21","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","44.64","202101","30","51,000","20","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","44.64","202102","3","45,500","5","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","44.64","202102","15","52,800","14","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","51.84","202102","17","59,300","9","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","51.84","202102","19","60,000","12","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","44.64","202102","20","46,900","4","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","44.64","202102","25","51,000","5","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","51.84","202102","25","60,900","7","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","44.64","202102","26","53,000","6","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","44.64","202102","27","52,800","11","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","44.64","202103","8","53,000","10","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","63.33","202103","9","66,000","14","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","44.64","202103","17","49,000","22","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","44.64","202103","20","52,500","3","1998","도림로 59",""
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","44.64","202103","21","53,000","10","1998","도림로 59",""
"서울특별시 구로구 구로동","1278","1278","0000","구로두산위브","36.88","202101","4","51,500","9","2006","디지털로31길 85",""
"서울특별시 구로구 구로동","1278","1278","0000","구로두산위브","36.88","202101","6","52,500","4","2006","디지털로31길 85",""
"서울특별시 구로구 구로동","1278","1278","0000","구로두산위브","36.88","202101","6","50,500","12","2006","디지털로31길 85",""
"서울특별시 구로구 구로동","1278","1278","0000","구로두산위브","36.88","202101","6","48,000","4","2006","디지털로31길 85",""
"서울특별시 구로구 구로동","1278","1278","0000","구로두산위브","36.88","202101","9","49,400","20","2006","디지털로31길 85",""
"서울특별시 구로구 구로동","1278","1278","0000","구로두산위브","36.88","202101","9","50,450","4","2006","디지털로31길 85",""
"서울특별시 구로구 구로동","1278","1278","0000","구로두산위브","36.88","202101","12","45,000","2","2006","디지털로31길 85",""
"서울특별시 구로구 구로동","1278","1278","0000","구로두산위브","36.88","202101","12","46,900","2","2006","디지털로31길 85",""
"서울특별시 구로구 구로동","1278","1278","0000","구로두산위브","83.39","202101","14","87,000","21","2006","디지털로31길 85",""
"서울특별시 구로구 구로동","1278","1278","0000","구로두산위브","36.88","202101","18","54,000","6","2006","디지털로31길 85",""
"서울특별시 구로구 구로동","1278","1278","0000","구로두산위브","36.88","202101","20","54,500","13","2006","디지털로31길 85",""
"서울특별시 구로구 구로동","1278","1278","0000","구로두산위브","50.14","202101","30","68,800","16","2006","디지털로31길 85",""
"서울특별시 구로구 구로동","1278","1278","0000","구로두산위브","50.14","202102","26","73,000","7","2006","디지털로31길 85",""
"서울특별시 구로구 구로동","1278","1278","0000","구로두산위브","36.88","202103","2","53,500","9","2006","디지털로31길 85",""
"서울특별시 구로구 구로동","1278","1278","0000","구로두산위브","50.14","202103","3","70,000","12","2006","디지털로31길 85",""
"서울특별시 구로구 구로동","1278","1278","0000","구로두산위브","36.88","202103","4","54,000","5","2006","디지털로31길 85",""
"서울특별시 구로구 구로동","804-4","0804","0004","구로아트빌라9","59.89","202103","27","21,500","4","1997","도림로3길 24",""
"서울특별시 구로구 구로동","567-4","0567","0004","구로에스케이뷰","84.945","202102","7","82,500","16","2006","새말로 25",""
"서울특별시 구로구 구로동","567-4","0567","0004","구로에스케이뷰","84.945","202102","24","85,000","6","2006","새말로 25",""
"서울특별시 구로구 구로동","1287","1287","0000","구로지웰","59.651","202103","20","55,000","1","2011","구로동로28길 42",""
"서울특별시 구로구 구로동","1256","1256","0000","구로현대","56.49","202101","5","59,900","9","1992","디지털로 319",""
"서울특별시 구로구 구로동","1256","1256","0000","구로현대","63.98","202101","9","66,900","4","1992","디지털로 319",""
"서울특별시 구로구 구로동","1256","1256","0000","구로현대","84.57","202101","12","75,000","15","1992","디지털로 319",""
"서울특별시 구로구 구로동","1256","1256","0000","구로현대","63.98","202101","22","58,000","1","1992","디지털로 319",""
"서울특별시 구로구 구로동","1256","1256","0000","구로현대","63.98","202101","27","66,000","8","1992","디지털로 319",""
"서울특별시 구로구 구로동","1256","1256","0000","구로현대","56.49","202101","29","62,500","11","1992","디지털로 319",""
"서울특별시 구로구 구로동","1256","1256","0000","구로현대","84.57","202102","3","76,900","3","1992","디지털로 319",""
"서울특별시 구로구 구로동","1256","1256","0000","구로현대","63.98","202102","22","65,700","15","1992","디지털로 319",""
"서울특별시 구로구 구로동","1256","1256","0000","구로현대","56.49","202102","27","63,500","6","1992","디지털로 319",""
"서울특별시 구로구 구로동","1259","1259","0000","구일우성","84.49","202101","4","73,000","8","1998","구일로2길 60",""
"서울특별시 구로구 구로동","1259","1259","0000","구일우성","59.44","202101","5","53,500","21","1998","구일로2길 60",""
"서울특별시 구로구 구로동","1259","1259","0000","구일우성","59.44","202101","8","54,300","10","1998","구일로2길 60",""
"서울특별시 구로구 구로동","1259","1259","0000","구일우성","59.44","202101","15","53,000","12","1998","구일로2길 60",""
"서울특별시 구로구 구로동","1259","1259","0000","구일우성","59.44","202101","16","55,800","10","1998","구일로2길 60",""
"서울특별시 구로구 구로동","1259","1259","0000","구일우성","59.44","202101","22","55,300","13","1998","구일로2길 60",""
"서울특별시 구로구 구로동","1259","1259","0000","구일우성","84.49","202101","22","73,700","10","1998","구일로2길 60",""
"서울특별시 구로구 구로동","1259","1259","0000","구일우성","84.49","202102","2","74,200","12","1998","구일로2길 60",""
"서울특별시 구로구 구로동","1259","1259","0000","구일우성","59.44","202102","8","57,500","16","1998","구일로2길 60",""
"서울특별시 구로구 구로동","1259","1259","0000","구일우성","59.44","202102","10","53,000","14","1998","구일로2길 60",""
"서울특별시 구로구 구로동","1259","1259","0000","구일우성","59.44","202102","15","59,800","19","1998","구일로2길 60",""
"서울특별시 구로구 구로동","1259","1259","0000","구일우성","59.44","202102","18","50,000","15","1998","구일로2길 60",""
"서울특별시 구로구 구로동","1259","1259","0000","구일우성","84.49","202102","22","72,800","14","1998","구일로2길 60",""
"서울특별시 구로구 구로동","1259","1259","0000","구일우성","114.47","202102","22","89,000","18","1998","구일로2길 60",""
"서울특별시 구로구 구로동","1259","1259","0000","구일우성","59.44","202102","26","60,000","17","1998","구일로2길 60",""
"서울특별시 구로구 구로동","1259","1259","0000","구일우성","59.44","202103","5","59,500","21","1998","구일로2길 60",""
"서울특별시 구로구 구로동","1259","1259","0000","구일우성","59.44","202103","13","61,000","23","1998","구일로2길 60",""
"서울특별시 구로구 구로동","1259","1259","0000","구일우성","84.49","202103","13","71,400","5","1998","구일로2길 60",""
"서울특별시 구로구 구로동","1259","1259","0000","구일우성","84.49","202103","16","71,700","2","1998","구일로2길 60",""
"서울특별시 구로구 구로동","104-6","0104","0006","그린플러스 구로 해담채2","13.23","202101","25","13,000","15","2013","가마산로27길 11-7",""
"서울특별시 구로구 구로동","104-6","0104","0006","그린플러스 구로 해담채2","13.23","202102","23","12,000","14","2013","가마산로27길 11-7",""
"서울특별시 구로구 구로동","104-6","0104","0006","그린플러스 구로 해담채2","13.23","202103","31","11,400","13","2013","가마산로27길 11-7",""
"서울특별시 구로구 구로동","314","0314","0000","극동","90.98","202102","3","58,600","1","1984","구로중앙로7길 28",""
"서울특별시 구로구 구로동","314","0314","0000","극동","58.22","202103","6","49,850","11","1984","구로중앙로7길 28",""
"서울특별시 구로구 구로동","314","0314","0000","극동","58.17","202103","8","48,800","1","1984","구로중앙로7길 28",""
"서울특별시 구로구 구로동","314","0314","0000","극동","55.57","202103","16","45,000","6","1984","구로중앙로7길 28",""
"서울특별시 구로구 구로동","1283","1283","0000","근상프리즘","84.96","202103","24","64,400","6","2007","구일로 168",""
"서울특별시 구로구 구로동","49","0049","0000","금호","59.96","202101","27","49,000","19","1997","공원로 26",""
"서울특별시 구로구 구로동","49","0049","0000","금호","84.7","202102","26","62,000","20","1997","공원로 26",""
"서울특별시 구로구 구로동","49","0049","0000","금호","84.86","202103","23","59,000","5","1997","공원로 26",""
"서울특별시 구로구 구로동","1270","1270","0000","뉴홍현솔레디움","84.69","202101","6","70,000","4","2002","구로동로42길 77",""
"서울특별시 구로구 구로동","43-4","0043","0004","다솜금호","84.35","202101","4","70,450","19","1995","새말로16길 70",""
"서울특별시 구로구 구로동","43-4","0043","0004","다솜금호","84.35","202103","4","64,500","1","1995","새말로16길 70",""
"서울특별시 구로구 구로동","1286","1286","0000","다울숲","84.32","202103","22","65,900","12","2010","가마산로20다길 46",""
"서울특별시 구로구 구로동","685-154","0685","0154","다원그린빌","114.84","202102","8","85,000","8","1999","구일로10길 49",""
"서울특별시 구로구 구로동","685-154","0685","0154","다원그린빌","114.84","202103","13","81,000","4","1999","구일로10길 49",""
"서울특별시 구로구 구로동","1285","1285","0000","대림역경남아너스빌","84.8382","202103","2","75,000","4","2009","구로중앙로8길 41-23",""
"서울특별시 구로구 구로동","107-1","0107","0001","대림역대성스카이렉스","84.8","202102","7","67,000","19","2006","공원로 27",""
"서울특별시 구로구 구로동","106-2","0106","0002","대림역포스큐","16.819","202101","30","13,000","16","2015","공원로 11",""
